icon name,icon image url,icon style
Column Triple Edit,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M2 18.5C2 19.8807 3.11929 21 4.5 21H5.5C6.88071 21 8 19.8807 8 18.5L8 5.5C8 4.11929 6.88071 3 5.5 3H4.5C3.11929 3 2 4.11929 2 5.5V18.5ZM4.5 19.5C3.94772 19.5 3.5 19.0523 3.5 18.5L3.5 5.5C3.5 4.94771 3.94772 4.5 4.5 4.5H5.5C6.05228 4.5 6.5 4.94771 6.5 5.5L6.5 18.5C6.5 19.0523 6.05229 19.5 5.5 19.5H4.5ZM9 18.5C9 19.769 9.94552 20.8172 11.1705 20.9785L11.5209 19.5768C11.5273 19.5511 11.534 19.5255 11.541 19.5H11.5C10.9477 19.5 10.5 19.0523 10.5 18.5V5.5C10.5 4.94771 10.9477 4.5 11.5 4.5H12.5C13.0523 4.5 13.5 4.94771 13.5 5.5V16.855L15 15.355V5.5C15 4.11929 13.8807 3 12.5 3H11.5C10.1193 3 9 4.11929 9 5.5L9 18.5ZM19.5 21H18.6483L22 17.6484V18.5C22 19.8807 20.8807 21 19.5 21ZM22 5.5V11.2603C21.5233 11.0582 21.0085 10.9738 20.5 11.0071V5.5C20.5 4.94771 20.0523 4.5 19.5 4.5H18.5C17.9477 4.5 17.5 4.94771 17.5 5.5L17.5 12.855L16 14.355L16 5.5C16 4.11929 17.1193 3 18.5 3H19.5C20.8807 3 22 4.11929 22 5.5ZM19.0999 12.6695L13.1974 18.5719C12.8533 18.916 12.6092 19.3472 12.4911 19.8194L12.0334 21.6501C11.8344 22.4462 12.5556 23.1674 13.3517 22.9683L15.1824 22.5106C15.6545 22.3926 16.0857 22.1485 16.4299 21.8043L22.3323 15.9019C23.2249 15.0093 23.2249 13.5621 22.3323 12.6695C21.4397 11.7768 19.9925 11.7768 19.0999 12.6695Z"" fill=""#212121""/>
</svg>
",Regular
Column Triple,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M4.5 21C3.11929 21 2 19.8807 2 18.5V5.5C2 4.11929 3.11929 3 4.5 3H5.5C6.88071 3 8 4.11929 8 5.5L8 18.5C8 19.8807 6.88071 21 5.5 21H4.5ZM11.5 21C10.1193 21 9 19.8807 9 18.5L9 5.5C9 4.11929 10.1193 3 11.5 3H12.5C13.8807 3 15 4.11929 15 5.5V18.5C15 19.8807 13.8807 21 12.5 21H11.5ZM16 18.5C16 19.8807 17.1193 21 18.5 21H19.5C20.8807 21 22 19.8807 22 18.5V5.5C22 4.11929 20.8807 3 19.5 3H18.5C17.1193 3 16 4.11929 16 5.5L16 18.5Z"" fill=""#212121""/>
</svg>
",Filled
Column Triple,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M4.5 21C3.11929 21 2 19.8807 2 18.5V5.5C2 4.11929 3.11929 3 4.5 3H5.5C6.88071 3 8 4.11929 8 5.5L8 18.5C8 19.8807 6.88071 21 5.5 21H4.5ZM3.5 18.5C3.5 19.0523 3.94772 19.5 4.5 19.5H5.5C6.05229 19.5 6.5 19.0523 6.5 18.5L6.5 5.5C6.5 4.94771 6.05228 4.5 5.5 4.5H4.5C3.94772 4.5 3.5 4.94771 3.5 5.5L3.5 18.5ZM11.5 21C10.1193 21 9 19.8807 9 18.5L9 5.5C9 4.11929 10.1193 3 11.5 3H12.5C13.8807 3 15 4.11929 15 5.5V18.5C15 19.8807 13.8807 21 12.5 21H11.5ZM10.5 18.5C10.5 19.0523 10.9477 19.5 11.5 19.5H12.5C13.0523 19.5 13.5 19.0523 13.5 18.5V5.5C13.5 4.94771 13.0523 4.5 12.5 4.5H11.5C10.9477 4.5 10.5 4.94771 10.5 5.5V18.5ZM16 18.5C16 19.8807 17.1193 21 18.5 21H19.5C20.8807 21 22 19.8807 22 18.5V5.5C22 4.11929 20.8807 3 19.5 3H18.5C17.1193 3 16 4.11929 16 5.5L16 18.5ZM18.5 19.5C17.9477 19.5 17.5 19.0523 17.5 18.5L17.5 5.5C17.5 4.94771 17.9477 4.5 18.5 4.5H19.5C20.0523 4.5 20.5 4.94771 20.5 5.5V18.5C20.5 19.0523 20.0523 19.5 19.5 19.5H18.5Z"" fill=""#212121""/>
</svg>
",Regular
Comma,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M14.1996 12.3415C13.5685 12.7577 12.8125 13 12 13C9.79086 13 8 11.2091 8 9C8 6.79086 9.79086 5 12 5C14.029 5 15.7051 6.51068 15.965 8.46862C16.3297 10.2611 16.4722 12.416 15.7577 14.3665C14.9923 16.4562 13.2939 18.1714 10.2533 18.9674C9.71898 19.1073 9.17247 18.7875 9.0326 18.2533C8.89273 17.719 9.21246 17.1725 9.74674 17.0326C12.2061 16.3887 13.3577 15.1039 13.8798 13.6786C14.0354 13.2536 14.1391 12.8047 14.1996 12.3415Z"" fill=""#212121""/>
</svg>
",Filled
Comma,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M14.6195 12.023C13.9177 12.6317 13.0019 13 12 13C9.79086 13 8 11.2091 8 9C8 6.79086 9.79086 5 12 5C14.0534 5 15.7454 6.54722 15.9738 8.53943C16.3304 10.3496 16.3261 12.5064 15.5096 14.4394C14.6478 16.4797 12.909 18.1983 9.93995 18.9755C9.53924 19.0805 9.12936 18.8407 9.02445 18.4399C8.91955 18.0392 9.15935 17.6294 9.56005 17.5245C12.091 16.8619 13.4522 15.4554 14.1279 13.8557C14.3745 13.2717 14.5334 12.6527 14.6195 12.023Z"" fill=""#212121""/>
</svg>
",Regular
Comment Add,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 3.46243 20.5376 1 17.5 1C14.4624 1 12 3.46243 12 6.5C12 9.53757 14.4624 12 17.5 12C20.5376 12 23 9.53757 23 6.5ZM18.0006 7.00001L18.0011 9.50352C18.0011 9.77966 17.7773 10.0035 17.5011 10.0035C17.225 10.0035 17.0011 9.77966 17.0011 9.50352L17.0006 7.00001H14.4956C14.2197 7.00001 13.9961 6.77615 13.9961 6.50001C13.9961 6.22387 14.2197 6.00001 14.4956 6.00001H17.0005L17 3.49927C17 3.22313 17.2239 2.99927 17.5 2.99927C17.7761 2.99927 18 3.22313 18 3.49927L18.0005 6.00001H20.4966C20.7725 6.00001 20.9961 6.22387 20.9961 6.50001C20.9961 6.77615 20.7725 7.00001 20.4966 7.00001H18.0006ZM17.5 13C19.2465 13 20.8321 12.3112 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13L8 21.75C7.17595 22.368 6 21.7801 6 20.75V18H5.25C3.45508 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.375 4.0103 11 5.21136 11 6.5C11 10.0899 13.9101 13 17.5 13Z"" fill=""#212121""/>
</svg>
",Filled
Comment Add,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 3.46243 20.5376 1 17.5 1C14.4624 1 12 3.46243 12 6.5C12 9.53757 14.4624 12 17.5 12C20.5376 12 23 9.53757 23 6.5ZM18.0006 7.00001L18.0011 9.50352C18.0011 9.77966 17.7773 10.0035 17.5011 10.0035C17.225 10.0035 17.0011 9.77966 17.0011 9.50352L17.0006 7.00001H14.4956C14.2197 7.00001 13.9961 6.77615 13.9961 6.50001C13.9961 6.22387 14.2197 6.00001 14.4956 6.00001H17.0005L17 3.49927C17 3.22313 17.2239 2.99927 17.5 2.99927C17.7761 2.99927 18 3.22313 18 3.49927L18.0005 6.00001H20.4966C20.7725 6.00001 20.9961 6.22387 20.9961 6.50001C20.9961 6.77615 20.7725 7.00001 20.4966 7.00001H18.0006ZM20.5 14.75V12.2678C21.051 11.9806 21.5557 11.6168 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.7253 3.46321 11.4858 3.96653 11.3135 4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75Z"" fill=""#212121""/>
</svg>
",Regular
Comment Arrow Left,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12.0226 2.99879C11.3753 4.00934 11 5.21084 11 6.5C11 10.0899 13.9101 13 17.5 13C19.2469 13 20.8328 12.3109 22.0008 11.1896L22 14.75C22 16.5449 20.5449 18 18.75 18H12.9648L7.57814 21.8173C7.12752 22.1366 6.50337 22.0301 6.18407 21.5795C6.06432 21.4105 6 21.2085 6 21.0016L5.9992 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3L12.0226 2.99879ZM17.5 1C20.5376 1 23 3.46243 23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1ZM17.7157 3.58859L17.6464 3.64645L17.5886 3.71569C17.4705 3.8862 17.4705 4.1138 17.5886 4.28431L17.6464 4.35355L19.292 6H14L13.9101 6.00806C13.706 6.0451 13.5451 6.20603 13.5081 6.41012L13.5 6.5L13.5081 6.58988C13.5451 6.79397 13.706 6.9549 13.9101 6.99194L14 7H19.292L17.6464 8.64645L17.5886 8.71569C17.4536 8.91056 17.4729 9.17999 17.6464 9.35355C17.82 9.52712 18.0894 9.5464 18.2843 9.41141L18.3536 9.35355L20.895 6.806L20.9281 6.75845L20.9622 6.69104L20.9834 6.62815L20.9979 6.54629L21 6.5L20.9972 6.4466L20.9834 6.37186L20.9533 6.2886L20.9112 6.21534L20.8656 6.15887L18.3536 3.64645L18.2843 3.58859C18.1138 3.47047 17.8862 3.47047 17.7157 3.58859Z"" fill=""#212121""/>
</svg>
",Filled
Comment Arrow Left,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12.0226 2.99879C11.7258 3.46222 11.4861 3.9658 11.3136 4.49958L5.25 4.5C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75L20.5011 12.2672C21.052 11.98 21.5566 11.616 22.0008 11.1896L22 14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3L12.0226 2.99879ZM17.5 1C20.5376 1 23 3.46243 23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1ZM17.7157 3.58859L17.6464 3.64645L17.5886 3.71569C17.4705 3.8862 17.4705 4.1138 17.5886 4.28431L17.6464 4.35355L19.292 6H14L13.9101 6.00806C13.706 6.0451 13.5451 6.20603 13.5081 6.41012L13.5 6.5L13.5081 6.58988C13.5451 6.79397 13.706 6.9549 13.9101 6.99194L14 7H19.292L17.6464 8.64645L17.5886 8.71569C17.4536 8.91056 17.4729 9.17999 17.6464 9.35355C17.82 9.52712 18.0894 9.5464 18.2843 9.41141L18.3536 9.35355L20.895 6.806L20.9281 6.75845L20.9622 6.69104L20.9834 6.62815L20.9979 6.54629L21 6.5L20.9972 6.4466L20.9834 6.37186L20.9533 6.2886L20.9112 6.21534L20.8656 6.15887L18.3536 3.64645L18.2843 3.58859C18.1138 3.47047 17.8862 3.47047 17.7157 3.58859Z"" fill=""#212121""/>
</svg>
",Regular
Comment Arrow Right,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12.0226 2.99879C11.3753 4.00934 11 5.21084 11 6.5C11 10.0899 13.9101 13 17.5 13C19.2469 13 20.8328 12.3109 22.0008 11.1896L22 14.75C22 16.5449 20.5449 18 18.75 18H12.9648L7.57814 21.8173C7.12752 22.1366 6.50337 22.0301 6.18407 21.5795C6.06432 21.4105 6 21.2085 6 21.0016L5.9992 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3L12.0226 2.99879ZM17.5 1C20.5376 1 23 3.46243 23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1ZM16.2157 3.58859L16.1464 3.64645L13.6176 6.17788L13.5888 6.21534L13.5467 6.2886L13.5166 6.37186L13.502 6.454L13.5004 6.52058L13.5079 6.58873L13.5232 6.65101L13.5467 6.7114L13.5772 6.76701L13.6176 6.82214L16.1464 9.35355C16.3417 9.54882 16.6583 9.54882 16.8536 9.35355C17.0271 9.17999 17.0464 8.91056 16.9114 8.71569L16.8536 8.64645L15.208 7H20.5C20.7455 7 20.9496 6.82312 20.9919 6.58988L21 6.5C21 6.25454 20.8231 6.05039 20.5899 6.00806L20.5 6H15.208L16.8536 4.35355C17.0271 4.17999 17.0464 3.91056 16.9114 3.71569L16.8536 3.64645C16.68 3.47288 16.4106 3.4536 16.2157 3.58859Z"" fill=""#212121""/>
</svg>
",Filled
Comment Arrow Right,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12.0226 2.99879C11.7258 3.46222 11.4861 3.9658 11.3136 4.49958L5.25 4.5C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75L20.5011 12.2672C21.052 11.98 21.5566 11.616 22.0008 11.1896L22 14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3L12.0226 2.99879ZM17.5 1C20.5376 1 23 3.46243 23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1ZM16.2157 3.58859L16.1464 3.64645L13.6176 6.17788L13.5888 6.21534L13.5467 6.2886L13.5166 6.37186L13.502 6.454L13.5004 6.52058L13.5079 6.58873L13.5232 6.65101L13.5467 6.7114L13.5772 6.76701L13.6176 6.82214L16.1464 9.35355C16.3417 9.54882 16.6583 9.54882 16.8536 9.35355C17.0271 9.17999 17.0464 8.91056 16.9114 8.71569L16.8536 8.64645L15.208 7H20.5C20.7455 7 20.9496 6.82312 20.9919 6.58988L21 6.5C21 6.25454 20.8231 6.05039 20.5899 6.00806L20.5 6H15.208L16.8536 4.35355C17.0271 4.17999 17.0464 3.91056 16.9114 3.71569L16.8536 3.64645C16.68 3.47288 16.4106 3.4536 16.2157 3.58859Z"" fill=""#212121""/>
</svg>
",Regular
Comment Checkmark,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1C20.5376 1 23 3.46243 23 6.5ZM20.8536 4.14645C20.6583 3.95118 20.3417 3.95118 20.1464 4.14645L16.5 7.79289L14.8536 6.14645C14.6583 5.95118 14.3417 5.95118 14.1464 6.14645C13.9512 6.34171 13.9512 6.65829 14.1464 6.85355L16.1464 8.85355C16.3417 9.04882 16.6583 9.04882 16.8536 8.85355L20.8536 4.85355C21.0488 4.65829 21.0488 4.34171 20.8536 4.14645ZM17.5 13C19.2465 13 20.8321 12.3112 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13L8 21.75C7.17595 22.368 6 21.7801 6 20.75V18H5.25C3.45508 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.375 4.0103 11 5.21136 11 6.5C11 10.0899 13.9101 13 17.5 13Z"" fill=""#212121""/>
</svg>
",Filled
Comment Checkmark,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1C20.5376 1 23 3.46243 23 6.5ZM20.1464 4.14645L16.5 7.79289L14.8536 6.14645C14.6583 5.95118 14.3417 5.95118 14.1464 6.14645C13.9512 6.34171 13.9512 6.65829 14.1464 6.85355L16.1464 8.85355C16.3417 9.04882 16.6583 9.04882 16.8536 8.85355L20.8536 4.85355C21.0488 4.65829 21.0488 4.34171 20.8536 4.14645C20.6583 3.95118 20.3417 3.95118 20.1464 4.14645ZM20.5 14.75V12.2678C21.051 11.9806 21.5557 11.6168 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.7253 3.46321 11.4858 3.96653 11.3135 4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75Z"" fill=""#212121""/>
</svg>
",Regular
Comment Dismiss,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1C20.5376 1 23 3.46243 23 6.5ZM15.8536 4.14645C15.6583 3.95118 15.3417 3.95118 15.1464 4.14645C14.9512 4.34171 14.9512 4.65829 15.1464 4.85355L16.7929 6.5L15.1464 8.14645C14.9512 8.34171 14.9512 8.65829 15.1464 8.85355C15.3417 9.04881 15.6583 9.04881 15.8536 8.85355L17.5 7.20711L19.1464 8.85355C19.3417 9.04881 19.6583 9.04881 19.8536 8.85355C20.0488 8.65829 20.0488 8.34171 19.8536 8.14645L18.2071 6.5L19.8536 4.85355C20.0488 4.65829 20.0488 4.34171 19.8536 4.14645C19.6583 3.95118 19.3417 3.95118 19.1464 4.14645L17.5 5.79289L15.8536 4.14645ZM17.5 13C19.2465 13 20.8321 12.3112 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13L8 21.75C7.17595 22.368 6 21.7801 6 20.75V18H5.25C3.45508 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.375 4.0103 11 5.21136 11 6.5C11 10.0899 13.9101 13 17.5 13Z"" fill=""#212121""/>
</svg>
",Filled
Comment Dismiss,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1C20.5376 1 23 3.46243 23 6.5ZM15.8536 4.14645C15.6583 3.95118 15.3417 3.95118 15.1464 4.14645C14.9512 4.34171 14.9512 4.65829 15.1464 4.85355L16.7929 6.5L15.1464 8.14645C14.9512 8.34171 14.9512 8.65829 15.1464 8.85355C15.3417 9.04881 15.6583 9.04881 15.8536 8.85355L17.5 7.20711L19.1464 8.85355C19.3417 9.04881 19.6583 9.04881 19.8536 8.85355C20.0488 8.65829 20.0488 8.34171 19.8536 8.14645L18.2071 6.5L19.8536 4.85355C20.0488 4.65829 20.0488 4.34171 19.8536 4.14645C19.6583 3.95118 19.3417 3.95118 19.1464 4.14645L17.5 5.79289L15.8536 4.14645ZM20.5 14.75V12.2678C21.051 11.9806 21.5557 11.6168 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.7253 3.46321 11.4858 3.96653 11.3135 4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75Z"" fill=""#212121""/>
</svg>
",Regular
Comment Edit,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M2 6.25C2 4.45507 3.45507 3 5.25 3H18.75C20.5449 3 22 4.45507 22 6.25V10.9237C20.714 9.67935 18.6628 9.69225 17.3927 10.9624L11.4903 16.8648C11.018 17.3371 10.6829 17.9288 10.5209 18.5768L10.1263 20.1553L8 21.75C7.17595 22.368 6 21.7801 6 20.75V18H5.25C3.45508 18 2 16.5449 2 14.75V6.25ZM18.0999 11.6695L12.1974 17.5719C11.8533 17.916 11.6092 18.3472 11.4911 18.8194L11.0334 20.6501C10.8344 21.4462 11.5556 22.1674 12.3517 21.9683L14.1824 21.5106C14.6545 21.3926 15.0857 21.1485 15.4299 20.8043L21.3323 14.9019C22.2249 14.0093 22.2249 12.5621 21.3323 11.6695C20.4397 10.7768 18.9925 10.7768 18.0999 11.6695Z"" fill=""#212121""/>
</svg>
",Filled
Comment Edit,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M2 14.75C2 16.5449 3.45507 18 5.25 18H5.99921L6 20.7499C6 21.0196 6.08736 21.2822 6.24901 21.4984C6.6625 22.0512 7.44585 22.1642 7.99868 21.7507L10.1239 20.1608L10.5199 18.5768C10.5914 18.2911 10.6965 18.0162 10.8322 17.7578L7.49986 20.2506L7.49879 16.5H5.25C4.2835 16.5 3.5 15.7165 3.5 14.75V6.25C3.5 5.2835 4.2835 4.5 5.25 4.5H18.75C19.7165 4.5 20.5 5.2835 20.5 6.25V10.0946C21.0475 10.2288 21.5671 10.5054 22 10.9246V6.25C22 4.45507 20.5449 3 18.75 3H5.25C3.45507 3 2 4.45507 2 6.25V14.75ZM18.0979 11.6695L12.1955 17.5719C11.8513 17.916 11.6072 18.3472 11.4892 18.8194L11.0315 20.6501C10.8325 21.4462 11.5536 22.1674 12.3497 21.9683L14.1804 21.5106C14.6526 21.3926 15.0838 21.1485 15.4279 20.8043L21.3303 14.9019C22.223 14.0093 22.223 12.5621 21.3303 11.6695C20.4377 10.7768 18.9905 10.7768 18.0979 11.6695Z"" fill=""#212121""/>
</svg>
",Regular
Comment Error,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1C20.5376 1 23 3.46243 23 6.5ZM17.5 3C17.2239 3 17 3.22386 17 3.5V7.5C17 7.77614 17.2239 8 17.5 8C17.7761 8 18 7.77614 18 7.5V3.5C18 3.22386 17.7761 3 17.5 3ZM17.5 10.125C17.8452 10.125 18.125 9.84518 18.125 9.5C18.125 9.15482 17.8452 8.875 17.5 8.875C17.1548 8.875 16.875 9.15482 16.875 9.5C16.875 9.84518 17.1548 10.125 17.5 10.125ZM17.5 13C19.2465 13 20.8321 12.3112 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13L8 21.75C7.17595 22.368 6 21.7801 6 20.75V18H5.25C3.45508 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.375 4.0103 11 5.21136 11 6.5C11 10.0899 13.9101 13 17.5 13Z"" fill=""#212121""/>
</svg>
",Filled
Comment Error,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 6.5C23 9.53757 20.5376 12 17.5 12C14.4624 12 12 9.53757 12 6.5C12 3.46243 14.4624 1 17.5 1C20.5376 1 23 3.46243 23 6.5ZM17.5 3C17.2239 3 17 3.22386 17 3.5V7.5C17 7.77614 17.2239 8 17.5 8C17.7761 8 18 7.77614 18 7.5V3.5C18 3.22386 17.7761 3 17.5 3ZM17.5 10.125C17.8452 10.125 18.125 9.84518 18.125 9.5C18.125 9.15482 17.8452 8.875 17.5 8.875C17.1548 8.875 16.875 9.15482 16.875 9.5C16.875 9.84518 17.1548 10.125 17.5 10.125ZM20.5 14.75V12.2678C21.051 11.9806 21.5557 11.6168 22 11.1904V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H12.0218C11.7253 3.46321 11.4858 3.96653 11.3135 4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75Z"" fill=""#212121""/>
</svg>
",Regular
Comment,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.25 3C3.45507 3 2 4.45507 2 6.25V14.75C2 16.5449 3.45508 18 5.25 18H6V20.75C6 21.7801 7.17595 22.368 8 21.75L13 18H18.75C20.5449 18 22 16.5449 22 14.75V6.25C22 4.45507 20.5449 3 18.75 3H5.25Z"" fill=""#212121""/>
</svg>
",Filled
